latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
7.23052,-61.56313,347.54,0.38,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,305.63,4.55,D
7.23116,-63.38016,333.52,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.21,2.65,D
7.23173,-63.3765,338.99,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.83,2.65,D
7.23189,-66.42206,348.45,0.56,0.43,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.29,8.67,D
7.2323,-63.37283,330.08,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.47,5.13,D
7.23278,-61.57057,342.34,0.38,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.73,3.53,D
7.23343,-68.36527,343.79,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.18,13.75,D
7.23418,-68.36077,344.03,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.84,13.75,D
7.23555,-67.61914,332.04,0.44,0.46,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.55,1.75,D
7.2357,-63.37336,344.88,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.75,5.13,D
7.23694,-66.04639,331.58,0.53,0.42,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.05,2.68,D
7.23793,-68.36601,337.11,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.48,4.07,D
7.23853,-63.37755,348.28,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.82,23.37,D
7.23867,-68.3615,332.64,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.53,4.07,D
7.23942,-68.35702,332.31,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.94,3.25,D
7.24017,-68.35252,335.06,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.3,3.25,D
7.24339,-69.21348,347.94,0.57,0.52,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.24,9.34,D
7.24428,-69.20834,332.99,0.57,0.52,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.4,9.34,D
7.24466,-68.35326,330.79,0.5,0.49,2025-01-18,1728,N,VIIRS,l,2.0NRT,300.97,3.25,D
7.2454,-68.34878,339.5,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.01,6.92,D
7.25145,-63.45105,351.73,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.25,6.77,D
7.25154,-68.34878,331.06,0.5,0.49,2025-01-18,1728,N,VIIRS,l,2.0NRT,303.29,5.41,D
7.25232,-68.34431,338.14,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,305.05,5.41,D
7.25256,-63.46636,352.29,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.72,17.42,D
7.25511,-68.34579,339.31,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.65,10.19,D
7.25601,-63.44419,330.7,0.41,0.37,2025-01-18,1728,N,VIIRS,l,2.0NRT,301,3.77,D
7.26299,-63.73408,334.6,0.42,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,296.51,5.24,D
7.26375,-68.21027,331.95,0.49,0.48,2025-01-18,1728,N,VIIRS,l,2.0NRT,301.99,3.68,D
7.2645,-63.45686,333.26,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.32,3.4,D
7.26686,-65.55537,331,0.5,0.41,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.92,3.55,D
7.26947,-61.77215,332.76,0.38,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.15,5.3,D
7.28418,-69.59726,348.58,0.6,0.53,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.95,10.97,D
7.28907,-69.59809,353.36,0.6,0.53,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.24,10.97,D
7.29001,-69.59264,346.8,0.6,0.53,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.34,10.97,D
7.29188,-68.08903,331.49,0.48,0.48,2025-01-18,1728,N,VIIRS,l,2.0NRT,303.07,2.5,D
7.29203,-63.63917,349.8,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.48,6.94,D
7.29274,-68.08986,330.67,0.48,0.48,2025-01-18,1728,N,VIIRS,l,2.0NRT,302.08,1.28,D
7.29438,-63.62425,339.14,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.21,2.55,D
7.29545,-63.63971,343.25,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.72,6.94,D
7.2978,-63.62478,330.46,0.41,0.37,2025-01-18,1728,N,VIIRS,l,2.0NRT,303,2.55,D
7.29819,-65.62447,343.64,0.5,0.41,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.13,11.03,D
7.29908,-69.48318,347.68,0.59,0.53,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.5,14.37,D
7.29946,-63.63651,338.28,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.44,3.56,D
7.29983,-65.7332,335.09,0.51,0.41,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.46,6.35,D
7.30005,-63.63278,336.2,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.18,3.19,D
7.30131,-63.60246,330.69,0.41,0.37,2025-01-18,1728,N,VIIRS,l,2.0NRT,304.28,2.94,D
7.30392,-69.48401,340.48,0.59,0.53,2025-01-18,1728,N,VIIRS,n,2.0NRT,297.84,6.4,D
7.33139,-64.75305,338.18,0.46,0.39,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.14,12.82,D
7.34016,-65.98243,338.88,0.53,0.42,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.77,2.76,D
7.34057,-66.87966,339.68,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.8,3.72,D
7.34795,-68.77268,344.76,0.53,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.8,8.73,D
7.35128,-67.23762,341.8,0.42,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.35,10.94,D
7.35192,-67.23383,342.69,0.42,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.16,10.84,D
7.35256,-68.77346,351.8,0.53,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.71,8.73,D
7.35607,-67.23452,347.4,0.42,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.24,6.34,D
7.36085,-64.36532,335.9,0.44,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,294.32,11.51,D
7.36187,-67.0743,345.22,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,305.03,6.09,D
7.3624,-65.99093,330.05,0.53,0.42,2025-01-18,1728,N,VIIRS,l,2.0NRT,303.27,5.44,D
7.36319,-65.98608,348.51,0.53,0.42,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.8,5.44,D
7.36334,-67.07433,345.62,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.35,7.05,D
7.36437,-64.36593,351.52,0.44,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.8,15.75,D
7.36456,-64.36559,349.8,0.44,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.08,11.87,D
7.36784,-65.98177,343.61,0.53,0.42,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.09,11.78,D
7.37337,-61.98038,334.57,0.38,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.96,4.95,D
7.37409,-67.15258,367,0.41,0.45,2025-01-18,1728,N,VIIRS,h,2.0NRT,306.06,9.55,D
7.37471,-67.14885,341.81,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.92,9.55,D
7.37496,-67.12211,340.08,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.32,4.44,D
7.37505,-67.0462,345.19,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,306.89,11.19,D
7.37567,-67.04253,349.73,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.94,11.19,D
7.37721,-67.13394,353.93,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,305.02,8.85,D
7.38324,-65.93546,333.05,0.52,0.42,2025-01-18,1728,N,VIIRS,n,2.0NRT,297.43,4.03,D
7.38336,-67.1733,355.47,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,306.18,8.9,D
7.38343,-67.09684,367,0.41,0.45,2025-01-18,1728,N,VIIRS,h,2.0NRT,306.42,14.15,D
7.38399,-67.16956,340.34,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.5,6.54,D
7.38404,-66.29682,330.54,0.55,0.43,2025-01-18,1728,N,VIIRS,l,2.0NRT,300.77,1.62,D
7.38405,-67.09314,355.5,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.89,6.58,D
7.38449,-67.0402,330.57,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.99,5.33,D
7.38467,-67.08944,351.28,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.14,6.58,D
7.38498,-66.29414,330.13,0.55,0.43,2025-01-18,1728,N,VIIRS,l,2.0NRT,302.43,5.29,D
7.3851,-67.03654,367,0.41,0.45,2025-01-18,1728,N,VIIRS,h,2.0NRT,303.4,5.33,D
7.38591,-67.08205,349.8,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.8,5.86,D
7.3875,-67.17399,340.66,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.91,8.9,D
7.38754,-67.09752,334.14,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.15,2.56,D
7.38754,-63.56336,348.35,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.63,8.29,D
7.38816,-67.09382,352.13,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.19,7.39,D
7.38859,-67.04088,338.22,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.66,4.83,D
7.38878,-67.09011,337.36,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.11,7.39,D
7.3892,-67.03722,343.75,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.47,4.83,D
7.38966,-63.72776,330.34,0.41,0.37,2025-01-18,1728,N,VIIRS,l,2.0NRT,302.26,2.91,D
7.39371,-67.13666,335.23,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.92,4.17,D
7.41013,-67.06329,356.68,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,307.56,18.87,D
7.41286,-66.31683,343.5,0.55,0.43,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.74,7.34,D
7.42068,-68.921,336.97,0.54,0.51,2025-01-18,1728,N,VIIRS,n,2.0NRT,296.26,7.59,D
7.42274,-67.01263,333.38,0.4,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.68,1.93,D
7.42468,-66.0698,334.05,0.53,0.42,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.39,6.42,D
7.42533,-68.92178,337.18,0.54,0.51,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.07,7.59,D
7.42617,-68.91692,367,0.54,0.51,2025-01-18,1728,N,VIIRS,h,2.0NRT,300.56,7.59,D
7.427,-68.91205,336.48,0.54,0.51,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.34,10.46,D
7.42915,-68.92744,357.17,0.54,0.51,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.49,16,D
7.42997,-66.96895,352.53,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.37,7.82,D
7.42999,-68.92257,333.37,0.54,0.51,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.2,16.51,D
7.43057,-66.96531,342.24,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.46,5.93,D
7.43165,-68.91283,348.65,0.54,0.51,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.48,19.46,D
7.43172,-63.63874,336.17,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.18,3.76,D
7.43298,-68.93311,338.15,0.54,0.51,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.57,16,D
7.43404,-66.96962,331.38,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.87,1.72,D
7.43515,-63.63928,340.17,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.37,5.72,D
7.43578,-63.38988,341.4,0.4,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.45,5.93,D
7.43693,-63.38255,340.12,0.4,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.72,4.16,D
7.43918,-63.39035,347.26,0.4,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.37,13.44,D
7.44033,-63.383,334.81,0.4,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.16,3.29,D
7.44318,-66.86384,339,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.76,4.7,D
7.44335,-61.43024,337.03,0.38,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,309.69,16.35,D
7.44375,-61.96001,337.23,0.38,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,306.02,4.16,D
7.44428,-61.95654,339.51,0.38,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.57,5.46,D
7.44449,-68.31109,330.63,0.49,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.62,1.89,D
7.44566,-68.8306,341.98,0.53,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.19,10.44,D
7.44648,-68.82578,346.34,0.53,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.45,17.53,D
7.45266,-67.13874,331.96,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.79,2.78,D
7.45925,-66.45309,332.61,0.56,0.43,2025-01-18,1728,N,VIIRS,l,2.0NRT,304.07,8.52,D
7.48022,-64.20311,334.84,0.43,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,294.59,2.6,D
7.4808,-66.83707,335.39,0.39,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.58,2.67,D
7.48336,-65.83945,337.7,0.52,0.41,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.8,4.87,D
7.48509,-63.7658,339.71,0.42,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.62,4.13,D
7.48568,-63.76205,334.05,0.42,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.58,4.32,D
7.48905,-68.19923,336.55,0.48,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.71,4.35,D
7.4939,-65.99097,334.22,0.53,0.42,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.62,3.27,D
7.49604,-62.2384,335.18,0.39,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.28,6.09,D
7.49679,-63.71394,342.86,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.82,6.52,D
7.49899,-65.12603,337.1,0.47,0.4,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.46,5.97,D
7.50108,-62.24989,341.84,0.39,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,297.08,15.18,D
7.50161,-62.2464,342.87,0.39,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.7,15.18,D
7.50423,-63.71132,344.29,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.5,10.53,D
7.50493,-62.24691,352.64,0.39,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.99,15.18,D
7.50735,-68.25162,330.25,0.48,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.91,3.46,D
7.50908,-66.81703,330.71,0.39,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.63,2.32,D
7.50993,-63.56387,340.77,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,307.02,4.57,D
7.51533,-67.28449,338.53,0.42,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.32,3.14,D
7.51782,-68.03374,330.39,0.47,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.15,6.12,D
7.51796,-68.03209,347.75,0.47,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.6,15.6,D
7.51824,-65.81655,332.22,0.51,0.41,2025-01-18,1728,N,VIIRS,l,2.0NRT,305.76,9.41,D
7.51852,-68.0295,345.9,0.47,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.69,6.12,D
7.51866,-71.71555,328.61,0.41,0.61,2025-01-18,1728,N,VIIRS,n,2.0NRT,290.05,3.6,D
7.5188,-66.8332,336.56,0.39,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.9,2.4,D
7.51942,-68.02363,334.52,0.47,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.26,17.44,D
7.51992,-68.02103,354.1,0.47,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.66,27.33,D
7.52015,-68.01941,342.49,0.47,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.31,17.44,D
7.52157,-71.71487,335.5,0.41,0.61,2025-01-18,1728,N,VIIRS,n,2.0NRT,288.26,4.96,D
7.52512,-62.51466,331.93,0.39,0.36,2025-01-18,1728,N,VIIRS,l,2.0NRT,302.38,4.59,D
7.531,-63.08947,332.33,0.4,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.86,22.77,D
7.53249,-67.97388,342.9,0.46,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.44,6.66,D
7.53251,-67.99979,341.36,0.47,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.13,12.07,D
7.53261,-67.97118,340.93,0.46,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.45,6.66,D
7.53281,-67.99716,367,0.47,0.47,2025-01-18,1728,N,VIIRS,h,2.0NRT,303.14,13.48,D
7.53323,-67.99558,353.06,0.46,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.43,12.07,D
7.53377,-63.76956,331.87,0.42,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.07,5.53,D
7.53569,-72.07291,367,0.44,0.62,2025-01-18,1728,N,VIIRS,h,2.0NRT,294.88,13.15,D
7.53663,-64.41696,338.27,0.44,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,294.7,4.66,D
7.53687,-68.00052,331.17,0.47,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.22,12.07,D
7.53717,-67.99789,355.29,0.47,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.17,13.48,D
7.53759,-67.99631,367,0.46,0.47,2025-01-18,1728,N,VIIRS,h,2.0NRT,303.65,12.07,D
7.53786,-67.99368,347.05,0.47,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.16,14.11,D
7.53831,-67.99211,345.8,0.46,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.65,18.79,D
7.53855,-67.98947,345.42,0.46,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.54,14.11,D
7.54016,-64.41747,341.49,0.44,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.5,4.66,D
7.54064,-63.77063,337.49,0.42,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.36,6.27,D
7.54195,-67.99703,343.9,0.46,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.8,5.03,D
7.55364,-68.03368,340.35,0.47,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.51,5.21,D
7.5566,-68.75927,334.69,0.52,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.46,2.31,D
7.55907,-67.18766,335.41,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.76,3.51,D
7.5609,-67.18774,356.71,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,305.13,13.52,D
7.56197,-63.94049,343.12,0.42,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,305.81,16.71,D
7.5632,-67.18835,367,0.41,0.45,2025-01-18,1728,N,VIIRS,h,2.0NRT,304.33,14.39,D
7.57805,-66.14022,331.79,0.53,0.42,2025-01-18,1728,N,VIIRS,l,2.0NRT,305.42,5.36,D
7.57978,-63.63167,335.97,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,297.88,4.11,D
7.58107,-67.82013,335.12,0.45,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.01,4.04,D
7.5822,-64.56219,335.74,0.44,0.39,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.51,5.43,D
7.58431,-68.06498,338.83,0.47,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.42,5.68,D
7.61875,-68.69586,356.57,0.52,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,305.52,16,D
7.61887,-68.69724,341.42,0.52,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.63,17.82,D
7.61957,-68.69122,338.25,0.51,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.53,16,D
7.61965,-68.69257,344.84,0.52,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.73,17.82,D
7.62955,-68.4397,346,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.99,5.64,D
7.63403,-68.44045,341.59,0.5,0.49,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.98,5.64,D
7.63839,-66.79183,336.09,0.39,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.71,3.64,D
7.64984,-67.4914,346.09,0.43,0.46,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.93,13.96,D
7.65018,-66.697,334.47,0.38,0.43,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.63,4.89,D
7.65147,-63.9266,335.75,0.42,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.1,5.17,D
7.65246,-63.92746,344.46,0.42,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.37,7.2,D
7.65492,-63.92714,348.78,0.42,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,305.05,5.17,D
7.65541,-66.59274,336.02,0.57,0.43,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.25,4.75,D
7.65729,-66.59045,350.23,0.57,0.43,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.82,10.85,D
7.65777,-63.93149,355.16,0.42,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.67,12.28,D
7.65837,-63.92771,341.43,0.42,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.12,9.48,D
7.65938,-66.59338,332.93,0.57,0.43,2025-01-18,1728,N,VIIRS,n,2.0NRT,297.09,4.75,D
7.66043,-66.59624,330.43,0.57,0.43,2025-01-18,1728,N,VIIRS,n,2.0NRT,295.13,2.74,D
7.66426,-67.14022,350.48,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.6,9.14,D
7.6808,-66.83501,345.5,0.39,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.13,4.54,D
7.68286,-64.31413,343.08,0.43,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.65,4.72,D
7.68347,-64.31023,334.89,0.43,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.13,7.9,D
7.68575,-64.31858,346.71,0.43,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,296.38,4.72,D
7.68636,-64.31467,337.57,0.43,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.31,4.72,D
7.68722,-62.00533,336.5,0.38,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,298.55,3.94,D
7.6886,-67.23538,345.75,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.46,8.02,D
7.68923,-67.23165,346.46,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.7,8.02,D
7.69048,-64.3113,330.13,0.43,0.38,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.88,2.59,D
7.69286,-66.86244,344.3,0.39,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.69,5.24,D
7.69336,-67.23233,345.98,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.58,8.02,D
7.69399,-67.2286,337.21,0.41,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.15,7.16,D
7.69421,-63.79062,332.23,0.41,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,294.12,3.17,D
7.69525,-56.29813,354.16,0.42,0.45,2025-01-18,1728,N,VIIRS,n,2.0NRT,295.52,10.44,D
7.70365,-61.98654,337.93,0.38,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.66,4.12,D
7.70907,-66.9639,342.76,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.12,15.05,D
7.70968,-66.96031,340.76,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.52,6.03,D
7.7112,-68.90177,343.31,0.53,0.5,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.9,3.82,D
7.71192,-66.97176,340.4,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.93,4.67,D
7.71253,-66.96816,356.21,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,305.64,15.05,D
7.71313,-66.96457,340.61,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.16,15.05,D
7.71526,-66.77567,347.13,0.39,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.49,5.59,D
7.71583,-66.77217,344.34,0.39,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.63,6.19,D
7.71658,-66.96883,339.39,0.4,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,299.85,2.84,D
7.71927,-66.77634,337.5,0.39,0.44,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.21,5.59,D
7.72067,-66.66688,331.72,0.57,0.43,2025-01-18,1728,N,VIIRS,l,2.0NRT,303.51,3.12,D
7.72369,-62.34267,342.74,0.39,0.36,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.19,4.89,D
7.72461,-68.06152,355.61,0.47,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,304.99,93.8,D
7.72827,-68.06648,343.4,0.47,0.48,2025-01-18,1728,N,VIIRS,n,2.0NRT,300,16.72,D
7.7284,-68.066,347.78,0.47,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,300.38,14.77,D
7.72897,-68.06226,346.13,0.47,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.34,16.72,D
7.72913,-68.06179,348.21,0.47,0.47,2025-01-18,1728,N,VIIRS,n,2.0NRT,301.48,14.77,D
7.73928,-63.46041,347.17,0.4,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,303.6,4.93,D
7.73986,-63.45674,337.29,0.4,0.37,2025-01-18,1728,N,VIIRS,n,2.0NRT,302.73,4.93,D
7.74101,-63.44942,330.66,0.4,0.37,2025-01-18,1728,N,VIIRS,l,2.0NRT,304.32,5.84,D
7.74126,-67.02106,330.13,0.4,0.44,2025-01-18,1728,N,VIIRS,l,2.0NRT,301.92,2.41,D
